sample_id,config,accurate,latency,cost,tree_cost,has_tree
multihop-37,A1,1.0,4.302094221115112,0.00019379999999999997,0.0,0
multihop-38,A1,0.0,1.4886360168457031,0.00017556,0.0,0
multihop-39,A1,0.0,3.8048646450042725,0.0002058,0.0,0
multihop-40,A1,0.0,4.779574871063232,0.00015108,0.0,0
multihop-41,A1,1.0,7.839518308639526,0.00021018,0.0,0
multihop-42,A1,1.0,3.0381009578704834,0.00014526,0.0,0
multihop-43,A1,1.0,3.367455005645752,0.00021072,0.0,0
multihop-44,A1,1.0,1.3702361583709717,0.00020952,0.0,0
multihop-45,A1,1.0,1.3769710063934326,0.00019386000000000002,0.0,0
multihop-46,A1,1.0,7.863877058029175,0.00021072,0.0,0
multihop-47,A1,1.0,1.7675609588623047,0.00019716,0.0,0
multihop-48,A1,0.0,3.423892021179199,0.0001683,0.0,0
multihop-49,A1,0.0,10.410993337631226,0.00021149999999999996,0.0,0
multihop-50,A1,0.0,22.020166873931885,0.00018779999999999998,0.0,0
multihop-51,A1,1.0,15.800616264343262,0.00021072000000000002,0.0,0
multihop-52,A1,1.0,4.331161737442017,0.00020244,0.0,0
multihop-53,A1,1.0,14.73678207397461,0.00020813999999999997,0.0,0
multihop-54,A1,0.0,4.861828088760376,0.00020897999999999997,0.0,0
multihop-55,A1,0.0,3.8079559803009033,0.00022829999999999997,0.0,0
multihop-56,A1,0.0,1.8935070037841797,0.00022836,0.0,0
multihop-57,A1,1.0,2.5638771057128906,0.00021006,0.0,0
multihop-58,A1,1.0,2.4348630905151367,0.00016332,0.0,0
multihop-59,A1,0.0,1.1819610595703125,0.00016968000000000002,0.0,0
multihop-60,A1,0.0,1.5752661228179932,0.00018983999999999998,0.0,0
multihop-61,A1,1.0,1.1454060077667236,0.00021407999999999998,0.0,0
multihop-62,A1,1.0,4.502943992614746,0.00016157999999999998,0.0,0
multihop-63,A1,1.0,1.7820489406585693,0.00019859999999999998,0.0,0
multihop-64,A1,1.0,1.3707921504974365,0.00018407999999999999,0.0,0
multihop-65,A1,1.0,1.9640729427337646,0.00018131999999999998,0.0,0
multihop-66,A1,0.0,3.4541220664978027,0.0001746,0.0,0
multihop-67,A1,1.0,1.7690460681915283,0.00018858,0.0,0
multihop-68,A1,1.0,0.5492260456085205,0.00016463999999999997,0.0,0
multihop-69,A1,0.0,2.6925718784332275,0.00017832,0.0,0
multihop-70,A1,0.0,0.8107950687408447,0.00018978,0.0,0
multihop-71,A1,0.0,6.766085863113403,0.00022494,0.0,0
multihop-72,A1,0.0,13.638703107833862,0.00016764,0.0,0
multihop-73,A1,0.0,6.320273160934448,0.00021666,0.0,0
multihop-74,A1,0.0,0.718012809753418,0.00018066000000000002,0.0,0
multihop-75,A1,1.0,4.667142868041992,0.00021203999999999998,0.0,0
multihop-76,A1,1.0,4.5477330684661865,0.00021378,0.0,0
multihop-77,A1,1.0,1.7443370819091797,0.00020963999999999998,0.0,0
multihop-78,A1,1.0,6.942568063735962,0.00018983999999999998,0.0,0
multihop-79,A1,1.0,10.417741060256958,0.00020616,0.0,0
multihop-80,A1,1.0,2.761679172515869,0.00018377999999999998,0.0,0
multihop-81,A1,0.0,0.8344020843505859,0.00021521999999999996,0.0,0
multihop-82,A1,1.0,1.194890022277832,0.00019452,0.0,0
multihop-83,A1,1.0,9.153284072875977,0.00021995999999999997,0.0,0
multihop-84,A1,1.0,4.378469944000244,0.00022326,0.0,0
multihop-85,A1,1.0,7.116919040679932,0.00020507999999999998,0.0,0
multihop-86,A1,1.0,1.738764762878418,0.00016355999999999999,0.0,0
multihop-87,A1,0.0,4.3594419956207275,0.00019206,0.0,0
multihop-88,A1,1.0,2.1476259231567383,0.00019169999999999997,0.0,0
multihop-89,A1,1.0,3.1514928340911865,0.00019386,0.0,0
multihop-90,A1,1.0,1.6959013938903809,0.00018545999999999998,0.0,0
multihop-91,A1,0.0,6.291810035705566,0.00019326,0.0,0
multihop-92,A1,1.0,10.263573169708252,0.00019271999999999998,0.0,0
multihop-93,A1,1.0,2.493285894393921,0.0002046,0.0,0
multihop-94,A1,0.0,12.195276021957397,0.00022092,0.0,0
multihop-95,A1,1.0,9.333308219909668,0.00018059999999999997,0.0,0
multihop-96,A1,0.0,4.363937139511108,0.00021708,0.0,0
multihop-97,A1,1.0,1.5269558429718018,0.00015071999999999997,0.0,0
multihop-98,A1,1.0,24.476054668426514,0.00016361999999999998,0.0,0
multihop-99,A1,1.0,5.2419047355651855,0.00015558,0.0,0
multihop-100,A1,0.0,14.275720834732056,0.00020676,0.0,0
multihop-101,A1,1.0,1.5614960193634033,0.0001713,0.0,0
multihop-102,A1,0.0,7.565042018890381,0.00017868,0.0,0
multihop-103,A1,1.0,2.2839109897613525,0.00020022,0.0,0
multihop-104,A1,1.0,1.0594580173492432,0.00017399999999999997,0.0,0
multihop-105,A1,1.0,4.484586000442505,0.00018402000000000002,0.0,0
multihop-106,A1,0.0,4.471243143081665,0.00020526,0.0,0
multihop-107,A1,1.0,1.3889858722686768,0.00018552,0.0,0
multihop-108,A1,1.0,1.3728320598602295,0.00020598,0.0,0
multihop-109,A1,0.0,5.162661075592041,0.00019601999999999998,0.0,0
multihop-110,A1,0.0,3.331374168395996,0.00016674,0.0,0
multihop-111,A1,1.0,1.5131688117980957,0.00020094,0.0,0
multihop-112,A1,0.0,1.3060989379882812,0.00017465999999999998,0.0,0
multihop-113,A1,0.0,1.0394728183746338,0.00015474,0.0,0
multihop-114,A1,0.0,7.870143890380859,0.00016992,0.0,0
multihop-115,A1,1.0,1.604963779449463,0.00017093999999999999,0.0,0
multihop-116,A1,0.0,0.678718090057373,0.00015276,0.0,0
multihop-117,A1,1.0,8.413805961608887,0.00017891999999999997,0.0,0
multihop-118,A1,1.0,2.930527925491333,0.00019727999999999998,0.0,0
multihop-119,A1,1.0,8.734845876693726,0.0002166,0.0,0
multihop-120,A1,1.0,1.844740867614746,0.00018552,0.0,0
multihop-121,A1,0.0,2.1790058612823486,0.00018852,0.0,0
multihop-122,A1,0.0,1.9121439456939697,0.00016794,0.0,0
multihop-123,A1,1.0,2.1000492572784424,0.00014837999999999999,0.0,0
multihop-124,A1,0.0,24.168508052825928,0.00017915999999999999,0.0,0
multihop-125,A1,0.0,3.1495180130004883,0.0001938,0.0,0
multihop-126,A1,1.0,2.183581829071045,0.00017256000000000001,0.0,0
multihop-127,A1,0.0,1.0024378299713135,0.00016536,0.0,0
multihop-128,A1,0.0,4.982717990875244,0.00021024,0.0,0
multihop-129,A1,1.0,2.2863590717315674,0.00018114,0.0,0
multihop-130,A1,1.0,3.4415218830108643,0.00021156000000000001,0.0,0
multihop-131,A1,1.0,12.01121711730957,0.00021641999999999996,0.0,0
multihop-132,A1,1.0,8.644021987915039,0.00021972000000000002,0.0,0
multihop-133,A1,1.0,6.866921901702881,0.00015564,0.0,0
multihop-134,A1,1.0,1.9379639625549316,0.00018408,0.0,0
multihop-135,A1,1.0,1.5022997856140137,0.00020466,0.0,0
multihop-136,A1,1.0,1.8348968029022217,0.00022721999999999998,0.0,0
multihop-137,A1,0.0,1.8975439071655273,0.00015282,0.0,0
